state,qdate,quarter_str,ave_intrate,pct_lt3,pct_3_4,pct_4_5,pct_5_6,pct_ge6,tot_loans,share_locked_in,mortgage_rate_30yr,rate_gap,permits,hpi,hpi_yoy,unemp_rate,zhvi,zhvi_yoy,new_listing_count,active_listing_count,median_days_on_market,median_listing_price,net_migration_lag1,covid_dummy,ln_permits,ln_new_listings,post_2022
AK,2019-01-01,2019Q1,4.3,4.5,37.9,39.0,11.1,7.6,116.0,81.4,4.366333333333333,0.06633333333333358,363.62654561208603,323.89,1.3994114332227081,5.8999999999999995,287883.94919242954,1.6693151227932468,2730.0,2599.0,92.0,285941.6666666667,-14.99451478,0,5.898873667087605,7.912423121473705,0
AK,2019-04-01,2019Q2,4.3,4.2,37.6,40.0,10.7,7.4,116.0,81.80000000000001,4.0056666666666665,-0.29433333333333334,402.059854312843,327.76,2.2046212853534586,5.633333333333333,300220.94801225123,5.737688465405233,4110.0,2925.0,52.333333333333336,297250.0,-14.99451478,0,5.9990850727864995,8.321421586897879,0
AK,2019-07-01,2019Q3,4.3,4.3,38.7,39.4,10.3,7.2,116.0,82.4,3.6620000000000004,-0.6379999999999995,510.147296636895,329.88,2.648038086940274,5.566666666666666,304080.7831190691,7.112194804938676,3386.0,3601.0,65.0,293966.0,-14.99451478,0,6.236657800402761,8.127699852817772,0
AK,2019-10-01,2019Q4,4.2,4.3,40.0,38.8,10.0,6.9,115.0,83.1,3.701,-0.4990000000000001,415.40017037803,330.08,3.0051490092058097,5.3,307733.4974430356,8.20484913551558,1954.0,3250.0,87.33333333333333,287882.6666666667,-14.99451478,0,6.03164674590987,7.578145472419466,0
AK,2020-01-01,2020Q1,4.2,4.4,41.7,37.5,9.6,6.7,115.0,83.6,3.5130000000000003,-0.6869999999999998,332.5461198464099,333.4,2.936182037111368,5.366666666666667,311111.59784555977,8.068406980760233,2542.0,2273.0,78.33333333333333,288866.6666666667,-12.725926,0,5.809781146188476,7.841099765422119,0
AK,2020-04-01,2020Q2,4.1,6.1,43.8,34.8,8.8,6.5,115.0,84.69999999999999,3.2336666666666667,-0.866333333333333,303.3560818477968,336.7,2.727605565047586,11.5,310839.92057301436,3.537052504520699,3562.0,2278.0,55.666666666666664,302321.6666666667,-12.725926,1,5.718198337811728,8.178358165605836,0
AK,2020-07-01,2020Q3,4.1,8.9,44.1,32.3,8.4,6.3,114.0,85.3,2.9470000000000005,-1.1529999999999991,392.776060492822,341.27,3.452770704498609,9.166666666666666,310480.41017737344,2.1045812210363835,3540.0,2458.0,50.666666666666664,313000.0,-12.725926,1,5.975782373328283,8.172164452111904,0
AK,2020-10-01,2020Q4,4.0,13.3,43.4,29.5,8.0,5.8,114.0,86.2,2.7610000000000006,-1.2389999999999994,469.214424507412,344.17,4.268662142510915,7.1000000000000005,315776.91851173196,2.6137619516657606,1938.0,2030.0,70.0,299750.0,-12.725926,0,6.153188813022522,7.569927655242652,0
AK,2021-01-01,2021Q1,3.9,18.4,41.7,26.9,7.4,5.6,113.0,87.0,2.875833333333333,-1.024166666666667,435.707338639086,347.6499999999999,4.274145170965782,7.0,319006.2411458124,2.537559947916712,2568.0,1315.0,62.333333333333336,312125.0,-10.89597552,0,6.079263265111219,7.851271997109883,0
AK,2021-04-01,2021Q2,3.8,21.3,41.2,24.9,7.1,5.5,113.0,87.4,2.999166666666667,-0.8008333333333328,402.504678455725,361.17,7.26759726759727,6.933333333333334,322473.53877395496,3.7426396775210646,3930.0,1221.0,29.666666666666668,335566.6666666667,-10.89597552,0,6.000188082328597,8.27664912542186,0
AK,2021-07-01,2021Q3,3.8,24.1,40.5,23.6,6.6,5.2,113.0,88.19999999999999,2.8701666666666665,-0.9298333333333333,380.983324098562,377.2,10.528320684502003,6.166666666666667,332175.89228580444,6.987713684105423,3786.0,1715.0,35.666666666666664,338133.3333333333,-10.89597552,0,5.945376953461457,8.239329427901795,0
AK,2021-10-01,2021Q4,3.7,26.6,40.2,22.1,6.2,4.9,113.0,88.9,3.077666666666667,-0.6223333333333332,393.619550736948,381.8,10.933550280384697,5.5,339070.0772073993,7.376460193939716,1940.0,1552.0,64.66666666666667,342741.6666666667,-10.89597552,0,5.977922138070614,7.57095858316901,0
AK,2022-01-01,2022Q1,3.7,27.4,40.5,21.4,6.0,4.8,113.0,89.30000000000001,3.7931666666666666,0.0931666666666664,462.300303000527,391.6000000000001,12.642025025169046,4.8999999999999995,343081.8892252583,7.547077446814399,2184.0,840.0,59.333333333333336,367300.0,-4.147200401,0,6.138375446427411,7.68937110752969,0
